accession	fastq_ftp	fastq_md5	host_tax_id	instrument_platform	instrument_model	host_sex	library_layout	library_selection	project_name	run_accession	sample_accession	sample_title	sex	scientific_name
SAMEA4351934	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/009/ERR1545189/ERR1545189.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/009/ERR1545189/ERR1545189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/009/ERR1545189/ERR1545189_2.fastq.gz	78cee4ddf8bcd11b2a9a5b1835f78ce2;77ee06b5844394bf1a887872dea67482;4bf75fa50851cba149e6d7d03653d076		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR1545189	SAMEA4351934	German WarmBlood		Equus caballus
SAMEA4351932	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/000/ERR1545190/ERR1545190.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/000/ERR1545190/ERR1545190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/000/ERR1545190/ERR1545190_2.fastq.gz	1385e656f59115fb33750883ee734c3b;1c0c37980086e3be9ca72fd75961e009;774a6af48e11690d1485e59d3a2f250f		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR1545190	SAMEA4351932	German WarmBlood		Equus caballus
SAMEA1711144	ftp.sra.ebi.ac.uk/vol1/fastq/ERR161/ERR161591/ERR161591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR161/ERR161591/ERR161591_2.fastq.gz	1e117bc59db9f87a4537d16eb4acc1e8;9937bebd9231e0236355e4d0562ad264		ILLUMINA	Illumina Genome Analyzer II		PAIRED	unspecified		ERR161591	SAMEA1711144	Pool Lipizzan		Equus caballus
SAMEA1711146	ftp.sra.ebi.ac.uk/vol1/fastq/ERR161/ERR161592/ERR161592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR161/ERR161592/ERR161592_2.fastq.gz	3dc9583db2e00339c60d894e48f1f340;5d165f9781d709ea2f2e33665df1b25d		ILLUMINA	Illumina Genome Analyzer II		PAIRED	unspecified		ERR161592	SAMEA1711146	Pool Breed		Equus caballus
SAMEA4465566	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/009/ERR1659909/ERR1659909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/009/ERR1659909/ERR1659909_2.fastq.gz	cc533f51c27d9cdadb80aabf39506372;ef3ad7582cf183f98e5f974ccbdc3992		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659909	SAMEA4465566	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA4465567	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/000/ERR1659910/ERR1659910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/000/ERR1659910/ERR1659910_2.fastq.gz	4b3318a3d3478493fb37776a940cde7c;e7cf914650ccff5020c04f2277202589		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659910	SAMEA4465567	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA4465568	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/001/ERR1659911/ERR1659911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/001/ERR1659911/ERR1659911_2.fastq.gz	23f240f1a4724cd18d35bcc23b605380;5729a7176db1049062a39b770b8a780b		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659911	SAMEA4465568	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA4465569	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/002/ERR1659912/ERR1659912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/002/ERR1659912/ERR1659912_2.fastq.gz	7123e729811ae4c06ecebd510f319381;84e319b2c677eba67b97ea1a449a4034		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659912	SAMEA4465569	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA4465570	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/003/ERR1659913/ERR1659913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/003/ERR1659913/ERR1659913_2.fastq.gz	792fd26b711fefc7be5c0fc6c92fc916;cb5825599426b52e535b46148a61ee19		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659913	SAMEA4465570	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA4465571	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/004/ERR1659914/ERR1659914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/004/ERR1659914/ERR1659914_2.fastq.gz	4e7b9d785625ae57f25eebe3d727740d;aeeec698f832197a91daacd3b6dd7497		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659914	SAMEA4465571	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA4465572	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/005/ERR1659915/ERR1659915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/005/ERR1659915/ERR1659915_2.fastq.gz	5cc46eabcaee9a12aaf4870f165d6273;b213454109655cc531bd32f2356372ae		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659915	SAMEA4465572	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA4465573	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/006/ERR1659916/ERR1659916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/006/ERR1659916/ERR1659916_2.fastq.gz	ac7bc7945d00c2da5b2d82d33fd2d91a;77e358abf0d53568b2a96f0926840da4		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659916	SAMEA4465573	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA4465575	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/007/ERR1659917/ERR1659917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/007/ERR1659917/ERR1659917_2.fastq.gz	4cd40a9d8dd0cd1b01289273e05d705b;b52ee80600c4d6b121aaeb858bca09d2		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659917	SAMEA4465575	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA4465576	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/008/ERR1659918/ERR1659918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/008/ERR1659918/ERR1659918_2.fastq.gz	7b7dd519c26f4ba7111810e94f4d3856;d92ba7d2152a839fe0262b4a99cd4b7e		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659918	SAMEA4465576	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA4465577	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/009/ERR1659919/ERR1659919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/009/ERR1659919/ERR1659919_2.fastq.gz	a5d821ed0b73e3f1afa996e7f0199a94;e1461aa022f2e2f7ffdd66c91ad19627		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659919	SAMEA4465577	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA4465578	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/000/ERR1659920/ERR1659920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/000/ERR1659920/ERR1659920_2.fastq.gz	5ac59e8ec3cf3ec5b96a0080bba3184d;fa5123014893d9dd30e9973acb19b770		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659920	SAMEA4465578	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA4465579	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/001/ERR1659921/ERR1659921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/001/ERR1659921/ERR1659921_2.fastq.gz	c2072fd4c293058e636780964fdb9ede;eb84c394dd15375ea32cd0d0820e4528		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659921	SAMEA4465579	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA4465580	ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/002/ERR1659922/ERR1659922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR165/002/ERR1659922/ERR1659922_2.fastq.gz	278faf0b30208445a595cef909943111;2e0cd3c25b422ed19f2ca7ddb338e371		ILLUMINA	Illumina HiSeq 2500		PAIRED	RANDOM		ERR1659922	SAMEA4465580	Combining bleach and mild pre-digestion improves ancient DNA recovery from bones		Equus caballus
SAMEA3982378	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/006/ERR1692976/ERR1692976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/006/ERR1692976/ERR1692976_2.fastq.gz	b53a62bda0c5e5f76b127978e737e82d;6bfddecdcb5cf0b26fddd74655e67dd1		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692976	SAMEA3982378	HD0026b	male	Equus caballus
SAMEA3982379	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/007/ERR1692977/ERR1692977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/007/ERR1692977/ERR1692977_2.fastq.gz	540c0b2f9af52383b42f4491a96469a8;3ef180e8a03e6a35a0ff739f07734740		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692977	SAMEA3982379	HD0026a	male	Equus caballus
SAMEA3982382	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/008/ERR1692978/ERR1692978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/008/ERR1692978/ERR1692978_2.fastq.gz	64057972ea4a6b4706ab6ecbe39f0155;dd392ac8c475806d7f6606bd4c78809d		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692978	SAMEA3982382	HD0028b	male	Equus caballus
SAMEA3982383	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/009/ERR1692979/ERR1692979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/009/ERR1692979/ERR1692979_2.fastq.gz	d34a9dcc4ff2491c2f31dcd4fe427ceb;7622ca954cb10c34f7f36edb9929303e		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692979	SAMEA3982383	HD0028a	male	Equus caballus
SAMEA3982384	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/000/ERR1692980/ERR1692980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/000/ERR1692980/ERR1692980_2.fastq.gz	39633ab1b72aed4d3c6158e5ecb007c7;a0e9756df04459353a9fb6f449cf7b54		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692980	SAMEA3982384	HD0029a	female	Equus caballus
SAMEA3982385	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/001/ERR1692981/ERR1692981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/001/ERR1692981/ERR1692981_2.fastq.gz	0c61b3dd146bc37808f3a9d1e31ca747;aeb339b472c369914e09abbba43effb5		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692981	SAMEA3982385	HD0029b	female	Equus caballus
SAMEA3982386	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/002/ERR1692982/ERR1692982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/002/ERR1692982/ERR1692982_2.fastq.gz	4a1fb8bf623c6734f1c1c98857c31636;32a227a75eb7acb1fb5ef09fc7e169d6		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692982	SAMEA3982386	HD0030a	male	Equus caballus
SAMEA3982387	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/003/ERR1692983/ERR1692983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/003/ERR1692983/ERR1692983_2.fastq.gz	823bb559134a17dff1ab7a6b4c553f44;78d7e13beece694dd46838ed2bd8844e		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692983	SAMEA3982387	HD0030b	male	Equus caballus
SAMEA3982388	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/004/ERR1692984/ERR1692984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/004/ERR1692984/ERR1692984_2.fastq.gz	adf2b365a13a28dd7e42fb11eaff902b;07dc0274510721e0646feaee8a3089dc		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692984	SAMEA3982388	HD0031a	male	Equus caballus
SAMEA3982389	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/005/ERR1692985/ERR1692985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/005/ERR1692985/ERR1692985_2.fastq.gz	8858a03b5851c9cc85f358356c6b1c1c;f2f4c953351e6a6f4451d74c4a2e4a67		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692985	SAMEA3982389	HD0031b	male	Equus caballus
SAMEA3982390	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/006/ERR1692986/ERR1692986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/006/ERR1692986/ERR1692986_2.fastq.gz	497098942005578ca8bf5dbccb777a96;afa8b40f60e2f4f5cc0a86a4bfea2641		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692986	SAMEA3982390	HD0032a	female	Equus caballus
SAMEA3982391	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/007/ERR1692987/ERR1692987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/007/ERR1692987/ERR1692987_2.fastq.gz	7136809b9e4ab241146e97ef34469b25;8985f8c7b3ace3bd9ddb424323dc9002		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692987	SAMEA3982391	HD0032b	female	Equus caballus
SAMEA3982422	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/003/ERR1692993/ERR1692993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/003/ERR1692993/ERR1692993_2.fastq.gz	8eda75d96fa80243bc1e27aa521c0e8b;80fc0642b241a8e0ee3295ff379634b4		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692993	SAMEA3982422	HD0046a	male	Equus caballus
SAMEA3982423	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/004/ERR1692994/ERR1692994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/004/ERR1692994/ERR1692994_2.fastq.gz	f5306c509a698ebf9553949b888fa2e8;cfa397f557204d35b886b1394e5d72cf		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692994	SAMEA3982423	HD0046b	male	Equus caballus
SAMEA3982427	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/005/ERR1692995/ERR1692995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/005/ERR1692995/ERR1692995_2.fastq.gz	79fe3796194cac8dbecc7f8cbf75226c;f3110467d89c544196132fe95e44e372		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692995	SAMEA3982427	HD0048b	female	Equus caballus
SAMEA3982428	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/006/ERR1692996/ERR1692996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/006/ERR1692996/ERR1692996_2.fastq.gz	1ccbf886818bf2eabc70bfcfa93fee13;9e00e32161c06fc23e0d8ff64116f4d7		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692996	SAMEA3982428	HD0048a	female	Equus caballus
SAMEA3982431	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/007/ERR1692997/ERR1692997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/007/ERR1692997/ERR1692997_2.fastq.gz	0b5a05a1e994e10a7f0e355b2b22549c;142892c3073638d44cfc8a2e675b105e		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692997	SAMEA3982431	HD0050a	female	Equus caballus
SAMEA3982432	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/008/ERR1692998/ERR1692998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/008/ERR1692998/ERR1692998_2.fastq.gz	3f321c72ee473d7e8339c4972e5aa508;1c6776e32dcd43b01b94fa04faa095a2		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692998	SAMEA3982432	HD0050b	female	Equus caballus
SAMEA3982445	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/009/ERR1692999/ERR1692999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/009/ERR1692999/ERR1692999_2.fastq.gz	438053a6ce2e9b0dd5ce92b84628a6c9;a02691942aa5ac215b9a3a4dd846f5a7		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1692999	SAMEA3982445	HD0056a	female	Equus caballus
SAMEA3982446	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/000/ERR1693000/ERR1693000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/000/ERR1693000/ERR1693000_2.fastq.gz	98f3a6b172592bb8d27b023bd14de02c;afc995f9f00c944f436ffce7ff63eef8		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693000	SAMEA3982446	HD0056b	female	Equus caballus
SAMEA3982448	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/001/ERR1693001/ERR1693001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/001/ERR1693001/ERR1693001_2.fastq.gz	0f78960b9f1facad380abedef109ce5c;98c4d2b4bf9b2ddeb146347817db5691		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693001	SAMEA3982448	HD0057a	male	Equus caballus
SAMEA3982449	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/002/ERR1693002/ERR1693002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/002/ERR1693002/ERR1693002_2.fastq.gz	dace2944e21a81dab2cde47bcede2415;10724b805e739a9dd132af40c48f1efb		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693002	SAMEA3982449	HD0057b	male	Equus caballus
SAMEA3982461	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/003/ERR1693003/ERR1693003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/003/ERR1693003/ERR1693003_2.fastq.gz	434e9a8bf6db32b9770602574ab90896;776efead42e99f0b6bdf3e5c5a2a3ce2		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693003	SAMEA3982461	HD0061a		Equus caballus
SAMEA3982462	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/004/ERR1693004/ERR1693004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/004/ERR1693004/ERR1693004_2.fastq.gz	defbc72f70ed822b670536973f8d8659;06185efddf684dc8a4ce0bc88c9ced9c		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693004	SAMEA3982462	HD0061b		Equus caballus
SAMEA3982463	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/005/ERR1693005/ERR1693005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/005/ERR1693005/ERR1693005_2.fastq.gz	2b708c7e0f38d53cddad3e2cad23e7ee;4b4ef29a2e40e44d18f9d3dbe65fe269		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693005	SAMEA3982463	HD0062a	male	Equus caballus
SAMEA3982464	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/006/ERR1693006/ERR1693006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/006/ERR1693006/ERR1693006_2.fastq.gz	48f93daafb2f0c8eb9ff5aef3a8cc600;7d31c6091d09394ba7eaefb3c06617b2		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693006	SAMEA3982464	HD0062b	male	Equus caballus
SAMEA3982469	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/007/ERR1693007/ERR1693007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/007/ERR1693007/ERR1693007_2.fastq.gz	aa956e246cf2a448303f4cb9b68f94ed;5ea5a457f1950220517ce4b07b3fb13d		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693007	SAMEA3982469	HD0064a	female	Equus caballus
SAMEA3982470	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/008/ERR1693008/ERR1693008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/008/ERR1693008/ERR1693008_2.fastq.gz	d4bdc62461965e6046837620297cdd60;1f6e62a739988b94493980f058dc8707		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693008	SAMEA3982470	HD0064b	female	Equus caballus
SAMEA3982473	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/009/ERR1693009/ERR1693009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/009/ERR1693009/ERR1693009_2.fastq.gz	692464f73f317eafef4219002027094d;69affd3620e0dcf6d153860da59b7ba6		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693009	SAMEA3982473	HD0014c	female	Equus caballus
SAMEA3982474	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/000/ERR1693010/ERR1693010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/000/ERR1693010/ERR1693010_2.fastq.gz	8e78a665d6fe4e08734a4ca1e37dcb94;fbff33cca0bb078458f7a15946b25446		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693010	SAMEA3982474	HD0014d	female	Equus caballus
SAMEA3982475	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/001/ERR1693011/ERR1693011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/001/ERR1693011/ERR1693011_2.fastq.gz	44d72394b6e792c1c06fc4a2e4102e6f;cab6d2da77612df13b30b8ec891dd7de		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693011	SAMEA3982475	HD0066a	female	Equus caballus
SAMEA3982476	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/002/ERR1693012/ERR1693012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/002/ERR1693012/ERR1693012_2.fastq.gz	55f386344d9ada91a5f3a4db09adc585;a1dde44fb023244578cc49db10de83f4		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693012	SAMEA3982476	HD0066b	female	Equus caballus
SAMEA3982481	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/003/ERR1693013/ERR1693013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/003/ERR1693013/ERR1693013_2.fastq.gz	bf37ea28ffe8d83ae754e28c69847486;6bb7b20228bdcf5702e34734b76e30d5		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693013	SAMEA3982481	HD0068b	female	Equus caballus
SAMEA3982482	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/004/ERR1693014/ERR1693014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/004/ERR1693014/ERR1693014_2.fastq.gz	e1124d976ed6631da2935945bcd06039;5cad4305d8db806b3e43cb472d7f61d5		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693014	SAMEA3982482	HD0068a	female	Equus caballus
SAMEA3982483	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/005/ERR1693015/ERR1693015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/005/ERR1693015/ERR1693015_2.fastq.gz	8de10fa8ffd857d9714352f53737e5b8;e7f7a6330aae2395ace98f1c226af1b8		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693015	SAMEA3982483	HD0069b	female	Equus caballus
SAMEA3982484	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/006/ERR1693016/ERR1693016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/006/ERR1693016/ERR1693016_2.fastq.gz	4f637f28e106e33b6fa4e40d3e268b9b;69f19871022408f26f9838df3caf3320		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693016	SAMEA3982484	HD0069a	female	Equus caballus
SAMEA3982485	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/007/ERR1693017/ERR1693017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/007/ERR1693017/ERR1693017_2.fastq.gz	319fd1c843ab5979aec04a709b3d9ba8;ec46d649e9700198ce3e967f1dd95ea0		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693017	SAMEA3982485	HD0070b	male	Equus caballus
SAMEA3982486	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/008/ERR1693018/ERR1693018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/008/ERR1693018/ERR1693018_2.fastq.gz	f4d8ef99ce90e698494878e2d65321a4;8d00f69f38c0c1d15d4671a0119eb606		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693018	SAMEA3982486	HD0070a		Equus caballus
SAMEA3982487	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/009/ERR1693019/ERR1693019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/009/ERR1693019/ERR1693019_2.fastq.gz	d0ff556a148a15b235ed1de4e3fdadce;9c9f1bbd135f0cad1e991de54a8f9223		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693019	SAMEA3982487	HD0071b	female	Equus caballus
SAMEA3982488	ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/000/ERR1693020/ERR1693020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR169/000/ERR1693020/ERR1693020_2.fastq.gz	c25bbb8be29404a6fdd916c44873735e;eb9e36028703aaf7d04f881f96d74774		ILLUMINA	Illumina HiSeq 2000		PAIRED	Hybrid Selection		ERR1693020	SAMEA3982488	HD0071a	female	Equus caballus
